label,message,message_clean,message_tokens,message_no_stopwords,message_lemmatized,message_final
0,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,havent planning to buy later i check already lido only got 530 show in e afternoon u finish work already,"['havent', 'planning', 'to', 'buy', 'later', 'i', 'check', 'already', 'lido', 'only', 'got', '530', 'show', 'in', 'e', 'afternoon', 'u', 'finish', 'work', 'already']","['havent', 'planning', 'buy', 'later', 'check', 'already', 'lido', 'got', '530', 'show', 'e', 'afternoon', 'u', 'finish', 'work', 'already']","['havent', 'planning', 'buy', 'later', 'check', 'already', 'lido', 'got', '530', 'show', 'e', 'afternoon', 'u', 'finish', 'work', 'already']",havent planning buy later check already lido got 530 show e afternoon u finish work already
1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",your free ringtone is waiting to be collected simply text the password mix to 85069 to verify get usher and britney fml po box 5249 mk17 92h 450ppw 16,"['your', 'free', 'ringtone', 'is', 'waiting', 'to', 'be', 'collected', 'simply', 'text', 'the', 'password', 'mix', 'to', '85069', 'to', 'verify', 'get', 'usher', 'and', 'britney', 'fml', 'po', 'box', '5249', 'mk17', '92h', '450ppw', '16']","['free', 'ringtone', 'waiting', 'collected', 'simply', 'text', 'password', 'mix', '85069', 'verify', 'get', 'usher', 'britney', 'fml', 'po', 'box', '5249', 'mk17', '92h', '450ppw', '16']","['free', 'ringtone', 'waiting', 'collected', 'simply', 'text', 'password', 'mix', '85069', 'verify', 'get', 'usher', 'britney', 'fml', 'po', 'box', '5249', 'mk17', '92h', '450ppw', '16']",free ringtone waiting collected simply text password mix 85069 verify get usher britney fml po box 5249 mk17 92h 450ppw 16
0,Watching telugu movie..wat abt u?,watching telugu moviewat abt u,"['watching', 'telugu', 'moviewat', 'abt', 'u']","['watching', 'telugu', 'moviewat', 'abt', 'u']","['watching', 'telugu', 'moviewat', 'abt', 'u']",watching telugu moviewat abt u
0,i see. When we finish we have loads of loans to pay,i see when we finish we have loads of loans to pay,"['i', 'see', 'when', 'we', 'finish', 'we', 'have', 'loads', 'of', 'loans', 'to', 'pay']","['see', 'finish', 'loads', 'loans', 'pay']","['see', 'finish', 'load', 'loan', 'pay']",see finish load loan pay
0,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",hi wk been ok  on hols now yes on for a bit of a run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does that cause prob for u,"['hi', 'wk', 'been', 'ok', 'on', 'hols', 'now', 'yes', 'on', 'for', 'a', 'bit', 'of', 'a', 'run', 'forgot', 'that', 'i', 'have', 'hairdressers', 'appointment', 'at', 'four', 'so', 'need', 'to', 'get', 'home', 'n', 'shower', 'beforehand', 'does', 'that', 'cause', 'prob', 'for', 'u']","['hi', 'wk', 'ok', 'hols', 'yes', 'bit', 'run', 'forgot', 'hairdressers', 'appointment', 'four', 'need', 'get', 'home', 'n', 'shower', 'beforehand', 'cause', 'prob', 'u']","['hi', 'wk', 'ok', 'hols', 'yes', 'bit', 'run', 'forgot', 'hairdresser', 'appointment', 'four', 'need', 'get', 'home', 'n', 'shower', 'beforehand', 'cause', 'prob', 'u']",hi wk ok hols yes bit run forgot hairdresser appointment four need get home n shower beforehand cause prob u
0,I see a cup of coffee animation,i see a cup of coffee animation,"['i', 'see', 'a', 'cup', 'of', 'coffee', 'animation']","['see', 'cup', 'coffee', 'animation']","['see', 'cup', 'coffee', 'animation']",see cup coffee animation
0,Please don't text me anymore. I have nothing else to say.,please dont text me anymore i have nothing else to say,"['please', 'dont', 'text', 'me', 'anymore', 'i', 'have', 'nothing', 'else', 'to', 'say']","['please', 'dont', 'text', 'anymore', 'nothing', 'else', 'say']","['please', 'dont', 'text', 'anymore', 'nothing', 'else', 'say']",please dont text anymore nothing else say
0,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,okay name ur price as long as its legal wen can i pick them up y u ave x ams xx,"['okay', 'name', 'ur', 'price', 'as', 'long', 'as', 'its', 'legal', 'wen', 'can', 'i', 'pick', 'them', 'up', 'y', 'u', 'ave', 'x', 'ams', 'xx']","['okay', 'name', 'ur', 'price', 'long', 'legal', 'wen', 'pick', 'u', 'ave', 'x', 'ams', 'xx']","['okay', 'name', 'ur', 'price', 'long', 'legal', 'wen', 'pick', 'u', 'ave', 'x', 'am', 'xx']",okay name ur price long legal wen pick u ave x am xx
0,I'm still looking for a car to buy. And have not gone 4the driving test yet.,im still looking for a car to buy and have not gone 4the driving test yet,"['im', 'still', 'looking', 'for', 'a', 'car', 'to', 'buy', 'and', 'have', 'not', 'gone', '4the', 'driving', 'test', 'yet']","['im', 'still', 'looking', 'car', 'buy', 'gone', '4the', 'driving', 'test', 'yet']","['im', 'still', 'looking', 'car', 'buy', 'gone', '4the', 'driving', 'test', 'yet']",im still looking car buy gone 4the driving test yet
0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press 9 to copy your friends callertune,"['as', 'per', 'your', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'has', 'been', 'set', 'as', 'your', 'callertune', 'for', 'all', 'callers', 'press', '9', 'to', 'copy', 'your', 'friends', 'callertune']","['per', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'set', 'callertune', 'callers', 'press', '9', 'copy', 'friends', 'callertune']","['per', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'set', 'callertune', 'caller', 'press', '9', 'copy', 'friend', 'callertune']",per request melle melle oru minnaminunginte nurungu vettam set callertune caller press 9 copy friend callertune
0,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",wow youre right i didnt mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston,"['wow', 'youre', 'right', 'i', 'didnt', 'mean', 'to', 'do', 'that', 'i', 'guess', 'once', 'i', 'gave', 'up', 'on', 'boston', 'men', 'and', 'changed', 'my', 'search', 'location', 'to', 'nyc', 'something', 'changed', 'cuz', 'on', 'my', 'signin', 'page', 'it', 'still', 'says', 'boston']","['wow', 'youre', 'right', 'didnt', 'mean', 'guess', 'gave', 'boston', 'men', 'changed', 'search', 'location', 'nyc', 'something', 'changed', 'cuz', 'signin', 'page', 'still', 'says', 'boston']","['wow', 'youre', 'right', 'didnt', 'mean', 'guess', 'gave', 'boston', 'men', 'changed', 'search', 'location', 'nyc', 'something', 'changed', 'cuz', 'signin', 'page', 'still', 'say', 'boston']",wow youre right didnt mean guess gave boston men changed search location nyc something changed cuz signin page still say boston
0,Umma my life and vava umma love you lot dear,umma my life and vava umma love you lot dear,"['umma', 'my', 'life', 'and', 'vava', 'umma', 'love', 'you', 'lot', 'dear']","['umma', 'life', 'vava', 'umma', 'love', 'lot', 'dear']","['umma', 'life', 'vava', 'umma', 'love', 'lot', 'dear']",umma life vava umma love lot dear
0,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable,"['thanks', 'a', 'lot', 'for', 'your', 'wishes', 'on', 'my', 'birthday', 'thanks', 'you', 'for', 'making', 'my', 'birthday', 'truly', 'memorable']","['thanks', 'lot', 'wishes', 'birthday', 'thanks', 'making', 'birthday', 'truly', 'memorable']","['thanks', 'lot', 'wish', 'birthday', 'thanks', 'making', 'birthday', 'truly', 'memorable']",thanks lot wish birthday thanks making birthday truly memorable
0,"Aight, I'll hit you up when I get some cash",aight ill hit you up when i get some cash,"['aight', 'ill', 'hit', 'you', 'up', 'when', 'i', 'get', 'some', 'cash']","['aight', 'ill', 'hit', 'get', 'cash']","['aight', 'ill', 'hit', 'get', 'cash']",aight ill hit get cash
0,How would my ip address test that considering my computer isn't a minecraft server,how would my ip address test that considering my computer isnt a minecraft server,"['how', 'would', 'my', 'ip', 'address', 'test', 'that', 'considering', 'my', 'computer', 'isnt', 'a', 'minecraft', 'server']","['would', 'ip', 'address', 'test', 'considering', 'computer', 'isnt', 'minecraft', 'server']","['would', 'ip', 'address', 'test', 'considering', 'computer', 'isnt', 'minecraft', 'server']",would ip address test considering computer isnt minecraft server
0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,"['i', 'know', 'grumpy', 'old', 'people', 'my', 'mom', 'was', 'like', 'you', 'better', 'not', 'be', 'lying', 'then', 'again', 'i', 'am', 'always', 'the', 'one', 'to', 'play', 'jokes']","['know', 'grumpy', 'old', 'people', 'mom', 'like', 'better', 'lying', 'always', 'one', 'play', 'jokes']","['know', 'grumpy', 'old', 'people', 'mom', 'like', 'better', 'lying', 'always', 'one', 'play', 'joke']",know grumpy old people mom like better lying always one play joke
0,Dont worry. I guess he's busy.,dont worry i guess hes busy,"['dont', 'worry', 'i', 'guess', 'hes', 'busy']","['dont', 'worry', 'guess', 'hes', 'busy']","['dont', 'worry', 'guess', 'he', 'busy']",dont worry guess he busy
0,What is the plural of the noun research?,what is the plural of the noun research,"['what', 'is', 'the', 'plural', 'of', 'the', 'noun', 'research']","['plural', 'noun', 'research']","['plural', 'noun', 'research']",plural noun research
0,Going for dinner.msg you after.,going for dinnermsg you after,"['going', 'for', 'dinnermsg', 'you', 'after']","['going', 'dinnermsg']","['going', 'dinnermsg']",going dinnermsg
0,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,im ok wif it cos i like 2 try new things but i scared u dun like mah cos u said not too loud,"['im', 'ok', 'wif', 'it', 'cos', 'i', 'like', '2', 'try', 'new', 'things', 'but', 'i', 'scared', 'u', 'dun', 'like', 'mah', 'cos', 'u', 'said', 'not', 'too', 'loud']","['im', 'ok', 'wif', 'cos', 'like', '2', 'try', 'new', 'things', 'scared', 'u', 'dun', 'like', 'mah', 'cos', 'u', 'said', 'loud']","['im', 'ok', 'wif', 'co', 'like', '2', 'try', 'new', 'thing', 'scared', 'u', 'dun', 'like', 'mah', 'co', 'u', 'said', 'loud']",im ok wif co like 2 try new thing scared u dun like mah co u said loud
1,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,gent we are trying to contact you last weekends draw shows that you won a £1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm,"['gent', 'we', 'are', 'trying', 'to', 'contact', 'you', 'last', 'weekends', 'draw', 'shows', 'that', 'you', 'won', 'a', '£1000', 'prize', 'guaranteed', 'call', '09064012160', 'claim', 'code', 'k52', 'valid', '12hrs', 'only', '150ppm']","['gent', 'trying', 'contact', 'last', 'weekends', 'draw', 'shows', '£1000', 'prize', 'guaranteed', 'call', '09064012160', 'claim', 'code', 'k52', 'valid', '12hrs', '150ppm']","['gent', 'trying', 'contact', 'last', 'weekend', 'draw', 'show', '£1000', 'prize', 'guaranteed', 'call', '09064012160', 'claim', 'code', 'k52', 'valid', '12hrs', '150ppm']",gent trying contact last weekend draw show £1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm
0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",wa ur openin sentence very formal anyway im fine too juz tt im eatin too much n puttin on weighthaha so anythin special happened,"['wa', 'ur', 'openin', 'sentence', 'very', 'formal', 'anyway', 'im', 'fine', 'too', 'juz', 'tt', 'im', 'eatin', 'too', 'much', 'n', 'puttin', 'on', 'weighthaha', 'so', 'anythin', 'special', 'happened']","['wa', 'ur', 'openin', 'sentence', 'formal', 'anyway', 'im', 'fine', 'juz', 'tt', 'im', 'eatin', 'much', 'n', 'puttin', 'weighthaha', 'anythin', 'special', 'happened']","['wa', 'ur', 'openin', 'sentence', 'formal', 'anyway', 'im', 'fine', 'juz', 'tt', 'im', 'eatin', 'much', 'n', 'puttin', 'weighthaha', 'anythin', 'special', 'happened']",wa ur openin sentence formal anyway im fine juz tt im eatin much n puttin weighthaha anythin special happened
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",as i entered my cabin my pa said  happy bday boss  i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there,"['as', 'i', 'entered', 'my', 'cabin', 'my', 'pa', 'said', 'happy', 'bday', 'boss', 'i', 'felt', 'special', 'she', 'askd', 'me', '4', 'lunch', 'after', 'lunch', 'she', 'invited', 'me', 'to', 'her', 'apartment', 'we', 'went', 'there']","['entered', 'cabin', 'pa', 'said', 'happy', 'bday', 'boss', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went']","['entered', 'cabin', 'pa', 'said', 'happy', 'bday', 'bos', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went']",entered cabin pa said happy bday bos felt special askd 4 lunch lunch invited apartment went
1,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,you are a winner u have been specially selected 2 receive £1000 or a 4 holiday flights inc speak to a live operator 2 claim 0871277810910pmin 18 ,"['you', 'are', 'a', 'winner', 'u', 'have', 'been', 'specially', 'selected', '2', 'receive', '£1000', 'or', 'a', '4', 'holiday', 'flights', 'inc', 'speak', 'to', 'a', 'live', 'operator', '2', 'claim', '0871277810910pmin', '18']","['winner', 'u', 'specially', 'selected', '2', 'receive', '£1000', '4', 'holiday', 'flights', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810910pmin', '18']","['winner', 'u', 'specially', 'selected', '2', 'receive', '£1000', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810910pmin', '18']",winner u specially selected 2 receive £1000 4 holiday flight inc speak live operator 2 claim 0871277810910pmin 18
0,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,goodo yes we must speak friday  eggpotato ratio for tortilla needed ,"['goodo', 'yes', 'we', 'must', 'speak', 'friday', 'eggpotato', 'ratio', 'for', 'tortilla', 'needed']","['goodo', 'yes', 'must', 'speak', 'friday', 'eggpotato', 'ratio', 'tortilla', 'needed']","['goodo', 'yes', 'must', 'speak', 'friday', 'eggpotato', 'ratio', 'tortilla', 'needed']",goodo yes must speak friday eggpotato ratio tortilla needed
0,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,hmmmy uncle just informed me that hes paying the school directly so pls buy food,"['hmmmy', 'uncle', 'just', 'informed', 'me', 'that', 'hes', 'paying', 'the', 'school', 'directly', 'so', 'pls', 'buy', 'food']","['hmmmy', 'uncle', 'informed', 'hes', 'paying', 'school', 'directly', 'pls', 'buy', 'food']","['hmmmy', 'uncle', 'informed', 'he', 'paying', 'school', 'directly', 'pls', 'buy', 'food']",hmmmy uncle informed he paying school directly pls buy food
1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,private your 2004 account statement for 07742676969 shows 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires,"['private', 'your', '2004', 'account', 'statement', 'for', '07742676969', 'shows', '786', 'unredeemed', 'bonus', 'points', 'to', 'claim', 'call', '08719180248', 'identifier', 'code', '45239', 'expires']","['private', '2004', 'account', 'statement', '07742676969', 'shows', '786', 'unredeemed', 'bonus', 'points', 'claim', 'call', '08719180248', 'identifier', 'code', '45239', 'expires']","['private', '2004', 'account', 'statement', '07742676969', 'show', '786', 'unredeemed', 'bonus', 'point', 'claim', 'call', '08719180248', 'identifier', 'code', '45239', 'expires']",private 2004 account statement 07742676969 show 786 unredeemed bonus point claim call 08719180248 identifier code 45239 expires
1,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",urgent your mobile no was awarded £2000 bonus caller prize on 5903 this is our final try to contact u call from landline 09064019788 box42wr29c 150ppm,"['urgent', 'your', 'mobile', 'no', 'was', 'awarded', '£2000', 'bonus', 'caller', 'prize', 'on', '5903', 'this', 'is', 'our', 'final', 'try', 'to', 'contact', 'u', 'call', 'from', 'landline', '09064019788', 'box42wr29c', '150ppm']","['urgent', 'mobile', 'awarded', '£2000', 'bonus', 'caller', 'prize', '5903', 'final', 'try', 'contact', 'u', 'call', 'landline', '09064019788', 'box42wr29c', '150ppm']","['urgent', 'mobile', 'awarded', '£2000', 'bonus', 'caller', 'prize', '5903', 'final', 'try', 'contact', 'u', 'call', 'landline', '09064019788', 'box42wr29c', '150ppm']",urgent mobile awarded £2000 bonus caller prize 5903 final try contact u call landline 09064019788 box42wr29c 150ppm
0,here is my new address -apples&pairs&all that malarky,here is my new address applespairsall that malarky,"['here', 'is', 'my', 'new', 'address', 'applespairsall', 'that', 'malarky']","['new', 'address', 'applespairsall', 'malarky']","['new', 'address', 'applespairsall', 'malarky']",new address applespairsall malarky
1,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,todays voda numbers ending 7548 are selected to receive a 350 award if you have a match please call 08712300220 quoting claim code 4041 standard rates app,"['todays', 'voda', 'numbers', 'ending', '7548', 'are', 'selected', 'to', 'receive', 'a', '350', 'award', 'if', 'you', 'have', 'a', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '4041', 'standard', 'rates', 'app']","['todays', 'voda', 'numbers', 'ending', '7548', 'selected', 'receive', '350', 'award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '4041', 'standard', 'rates', 'app']","['today', 'voda', 'number', 'ending', '7548', 'selected', 'receive', '350', 'award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '4041', 'standard', 'rate', 'app']",today voda number ending 7548 selected receive 350 award match please call 08712300220 quoting claim code 4041 standard rate app
0,I am going to sao mu today. Will be done only at 12 ,i am going to sao mu today will be done only at 12 ,"['i', 'am', 'going', 'to', 'sao', 'mu', 'today', 'will', 'be', 'done', 'only', 'at', '12']","['going', 'sao', 'mu', 'today', 'done', '12']","['going', 'sao', 'mu', 'today', 'done', '12']",going sao mu today done 12
0,Ü predict wat time ü'll finish buying?,ü predict wat time üll finish buying,"['ü', 'predict', 'wat', 'time', 'üll', 'finish', 'buying']","['ü', 'predict', 'wat', 'time', 'üll', 'finish', 'buying']","['ü', 'predict', 'wat', 'time', 'üll', 'finish', 'buying']",ü predict wat time üll finish buying
0,"Good stuff, will do.",good stuff will do,"['good', 'stuff', 'will', 'do']","['good', 'stuff']","['good', 'stuff']",good stuff
0,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",just so that you knowyetunde hasnt sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldnt have imposed anything on you in the first place so for that i apologise,"['just', 'so', 'that', 'you', 'knowyetunde', 'hasnt', 'sent', 'money', 'yet', 'i', 'just', 'sent', 'her', 'a', 'text', 'not', 'to', 'bother', 'sending', 'so', 'its', 'over', 'you', 'dont', 'have', 'to', 'involve', 'yourself', 'in', 'anything', 'i', 'shouldnt', 'have', 'imposed', 'anything', 'on', 'you', 'in', 'the', 'first', 'place', 'so', 'for', 'that', 'i', 'apologise']","['knowyetunde', 'hasnt', 'sent', 'money', 'yet', 'sent', 'text', 'bother', 'sending', 'dont', 'involve', 'anything', 'shouldnt', 'imposed', 'anything', 'first', 'place', 'apologise']","['knowyetunde', 'hasnt', 'sent', 'money', 'yet', 'sent', 'text', 'bother', 'sending', 'dont', 'involve', 'anything', 'shouldnt', 'imposed', 'anything', 'first', 'place', 'apologise']",knowyetunde hasnt sent money yet sent text bother sending dont involve anything shouldnt imposed anything first place apologise
0,Are you there in room.,are you there in room,"['are', 'you', 'there', 'in', 'room']",['room'],['room'],room
0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx,"['hey', 'girl', 'how', 'r', 'u', 'hope', 'u', 'r', 'well', 'me', 'an', 'del', 'r', 'bak', 'again', 'long', 'time', 'no', 'c', 'give', 'me', 'a', 'call', 'sum', 'time', 'from', 'lucyxx']","['hey', 'girl', 'r', 'u', 'hope', 'u', 'r', 'well', 'del', 'r', 'bak', 'long', 'time', 'c', 'give', 'call', 'sum', 'time', 'lucyxx']","['hey', 'girl', 'r', 'u', 'hope', 'u', 'r', 'well', 'del', 'r', 'bak', 'long', 'time', 'c', 'give', 'call', 'sum', 'time', 'lucyxx']",hey girl r u hope u r well del r bak long time c give call sum time lucyxx
0,K..k:)how much does it cost?,kkhow much does it cost,"['kkhow', 'much', 'does', 'it', 'cost']","['kkhow', 'much', 'cost']","['kkhow', 'much', 'cost']",kkhow much cost
0,I'm home.,im home,"['im', 'home']","['im', 'home']","['im', 'home']",im home
0,"Dear, will call Tmorrow.pls accomodate.",dear will call tmorrowpls accomodate,"['dear', 'will', 'call', 'tmorrowpls', 'accomodate']","['dear', 'call', 'tmorrowpls', 'accomodate']","['dear', 'call', 'tmorrowpls', 'accomodate']",dear call tmorrowpls accomodate
0,First answer my question.,first answer my question,"['first', 'answer', 'my', 'question']","['first', 'answer', 'question']","['first', 'answer', 'question']",first answer question
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to 82277 £150 sptyrone,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'a', 'top', 'sony', 'dvd', 'player', 'if', 'u', 'know', 'which', 'country', 'the', 'algarve', 'is', 'in', 'txt', 'ansr', 'to', '82277', '£150', 'sptyrone']","['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'algarve', 'txt', 'ansr', '82277', '£150', 'sptyrone']","['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'algarve', 'txt', 'ansr', '82277', '£150', 'sptyrone']",sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 £150 sptyrone
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network bt txting gravel to 69888 nt ec2a 31pmsg150p,"['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'locations', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'the', 'uks', 'largest', 'dogging', 'network', 'bt', 'txting', 'gravel', 'to', '69888', 'nt', 'ec2a', '31pmsg150p']","['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'locations', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'uks', 'largest', 'dogging', 'network', 'bt', 'txting', 'gravel', '69888', 'nt', 'ec2a', '31pmsg150p']","['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'location', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'uk', 'largest', 'dogging', 'network', 'bt', 'txting', 'gravel', '69888', 'nt', 'ec2a', '31pmsg150p']",want 2 get laid tonight want real dogging location sent direct 2 ur mob join uk largest dogging network bt txting gravel 69888 nt ec2a 31pmsg150p
0,I only haf msn. It's yijue@hotmail.com,i only haf msn its yijuehotmailcom,"['i', 'only', 'haf', 'msn', 'its', 'yijuehotmailcom']","['haf', 'msn', 'yijuehotmailcom']","['haf', 'msn', 'yijuehotmailcom']",haf msn yijuehotmailcom
0,He is there. You call and meet him,he is there you call and meet him,"['he', 'is', 'there', 'you', 'call', 'and', 'meet', 'him']","['call', 'meet']","['call', 'meet']",call meet
0,No no. I will check all rooms befor activities,no no i will check all rooms befor activities,"['no', 'no', 'i', 'will', 'check', 'all', 'rooms', 'befor', 'activities']","['check', 'rooms', 'befor', 'activities']","['check', 'room', 'befor', 'activity']",check room befor activity
1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,youll not rcv any more msgs from the chat svc for free hardcore services text go to 69988 if u get nothing u must age verify with yr network  try again,"['youll', 'not', 'rcv', 'any', 'more', 'msgs', 'from', 'the', 'chat', 'svc', 'for', 'free', 'hardcore', 'services', 'text', 'go', 'to', '69988', 'if', 'u', 'get', 'nothing', 'u', 'must', 'age', 'verify', 'with', 'yr', 'network', 'try', 'again']","['youll', 'rcv', 'msgs', 'chat', 'svc', 'free', 'hardcore', 'services', 'text', 'go', '69988', 'u', 'get', 'nothing', 'u', 'must', 'age', 'verify', 'yr', 'network', 'try']","['youll', 'rcv', 'msg', 'chat', 'svc', 'free', 'hardcore', 'service', 'text', 'go', '69988', 'u', 'get', 'nothing', 'u', 'must', 'age', 'verify', 'yr', 'network', 'try']",youll rcv msg chat svc free hardcore service text go 69988 u get nothing u must age verify yr network try
0,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,got c i lazy to type i forgot ü in lect i saw a pouch but like not v nice,"['got', 'c', 'i', 'lazy', 'to', 'type', 'i', 'forgot', 'ü', 'in', 'lect', 'i', 'saw', 'a', 'pouch', 'but', 'like', 'not', 'v', 'nice']","['got', 'c', 'lazy', 'type', 'forgot', 'ü', 'lect', 'saw', 'pouch', 'like', 'v', 'nice']","['got', 'c', 'lazy', 'type', 'forgot', 'ü', 'lect', 'saw', 'pouch', 'like', 'v', 'nice']",got c lazy type forgot ü lect saw pouch like v nice
0,"K, text me when you're on the way",k text me when youre on the way,"['k', 'text', 'me', 'when', 'youre', 'on', 'the', 'way']","['k', 'text', 'youre', 'way']","['k', 'text', 'youre', 'way']",k text youre way
0,"Sir, Waiting for your mail.",sir waiting for your mail,"['sir', 'waiting', 'for', 'your', 'mail']","['sir', 'waiting', 'mail']","['sir', 'waiting', 'mail']",sir waiting mail
0,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",a swt thought nver get tired of doing little things 4 lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ni8,"['a', 'swt', 'thought', 'nver', 'get', 'tired', 'of', 'doing', 'little', 'things', '4', 'lovable', 'persons', 'cozsomtimes', 'those', 'little', 'things', 'occupy', 'd', 'biggest', 'part', 'in', 'their', 'hearts', 'gud', 'ni8']","['swt', 'thought', 'nver', 'get', 'tired', 'little', 'things', '4', 'lovable', 'persons', 'cozsomtimes', 'little', 'things', 'occupy', 'biggest', 'part', 'hearts', 'gud', 'ni8']","['swt', 'thought', 'nver', 'get', 'tired', 'little', 'thing', '4', 'lovable', 'person', 'cozsomtimes', 'little', 'thing', 'occupy', 'biggest', 'part', 'heart', 'gud', 'ni8']",swt thought nver get tired little thing 4 lovable person cozsomtimes little thing occupy biggest part heart gud ni8
0,I know you are. Can you pls open the back?,i know you are can you pls open the back,"['i', 'know', 'you', 'are', 'can', 'you', 'pls', 'open', 'the', 'back']","['know', 'pls', 'open', 'back']","['know', 'pls', 'open', 'back']",know pls open back
0,Yes see ya not on the dot,yes see ya not on the dot,"['yes', 'see', 'ya', 'not', 'on', 'the', 'dot']","['yes', 'see', 'ya', 'dot']","['yes', 'see', 'ya', 'dot']",yes see ya dot
